_id,PrimaryKey,DateAddedtoDataRelease,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,ProcurementMethod,ProjectRegion,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote
403,IP000412,2019-11-07T00:00:00,Watercare,Hingaia Watermain Enhancement  Southern Auckland,This project is to enhance the Hingaia Watermain to service development and security of supply to Drury.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2019-Q4,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2021-Q4,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
404,IP000413,2019-11-07T00:00:00,Watercare,Huia 1 and Nihotupu 1 Watermain Replacement,This project will provide improved security of supply and levels of service to approximately 19000 customers within the western and central Auckland region. It will also provide improved ability to meet growth in central Auckland. The project consists of 14 kilometres of 900 millimetre diameter and 3.5 kilometres of 600 millimetre diameter pipelines.,"",Under Construction,Construct only,Auckland,Water,100 - 250 Million,2016-Q4,2017-Q2,2017-Q3,2018-Q2,2018-Q2,2022-Q4,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
405,IP000414,2019-11-07T00:00:00,Watercare,Hunua 1 Transmission Watermain Replacement,This project is to replace the Hunua 1 transmission watermain. This includes 16 kilometres of 760 millimetre diameter pipe between Ardmore and the Redoubt Inlet tunnel.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,50 - 100 Million,2020-Q3,2020-Q4,2021-Q1,2022-Q2,2022-Q3,2026-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
406,IP000415,2019-11-07T00:00:00,Watercare,Hunua Two Watermain Relocation to Ti Rakau Bridge,This project is to relocate the Hunua Number Two pipe onto the Ti Rakau bridge in conjunction with the Auckland Transport works. This will include the installation of approximately 650 metres of 1067millimetre diameter transmission water main.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,< 5 Million,2020-Q3,2020-Q3,2020-Q4,2021-Q2,2021-Q2,2022-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
407,IP000416,2019-11-07T00:00:00,Watercare,Installation of New Conveyance Sewer - Warkworth to Snells,This project is for the installation of a new conveyance sewer to transfer wastewater from Warkworth to Snells Wastewater Treatment Plant including an intermediate pump station.,"",Under Construction,Construct only,Auckland,Water,50 - 100 Million,2017-Q2,2017-Q4,2017-Q4,2019-Q1,2019-Q1,2021-Q4,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
408,IP000417,2019-11-07T00:00:00,Watercare,Installation of Three Ultra Violet Treatment Trains - Onehunga Water Treatment Plant,This project is for the installation of three ultra violet treatment trains with capacity of up to 30 million litres per day at the Onehunga Water Treatment Plant.,"",In Procurement,Construct only,Auckland,Water,5 - 25 Million,2018-Q3,2019-Q2,2019-Q2,2020-Q2,2020-Q3,2021-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
409,IP000418,2019-11-07T00:00:00,Watercare,Integrating the Hays Creek Dam into the Papakura Network,This project involves integrating the Hays Creek Dam source into the Papakura network. It also includes a one kilometre (500 millimetre diameter) transmission watermain renewal.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q1,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2024-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
410,IP000419,2019-11-07T00:00:00,Watercare,Local Networks SCADA System,"This project is for the replacement of SCADA, radio communications and remote terminal units for approximately 800 local network sites.","",Business Case / Investment Case Development,Construct only,Auckland,Water,50 - 100 Million,2023-Q3,2023-Q3,2023-Q3,2024-Q1,2024-Q1,2027-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
411,IP000420,2019-11-07T00:00:00,Watercare,Local Pump Station and Network Upgrades - Mission Bay,This project includes local network and local pump station upgrades feeding into the Mission Bay Branch Sewer.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2024-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
412,IP000421,2019-11-07T00:00:00,Watercare,Loop Transmission Watermain Upgrade - Howick,This project is to renew the Howick Loop transmission watermain.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,< 5 Million,2020-Q2,2020-Q3,2020-Q3,2020-Q4,2021-Q1,2022-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
413,IP000422,2019-11-07T00:00:00,Watercare,Maybury Gravity Pipeline Upgrade - Tamaki,This project is to upgrade 760 metres of 300/400 millimetre diameter pipeline with a 525 millimetre diameter pipeline.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,< 5 Million,2020-Q2,2020-Q3,2020-Q4,2021-Q2,2021-Q2,2024-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
414,IP000423,2019-11-07T00:00:00,Watercare,Modifications to Increase Water Resilience - Ardmore Water Treatment Plant,This project will enable modifications to the Ardmore Water Treatment Plant to allow separation into two separate process streams increasing resilience.,"",Under Construction,Design and Construct,Auckland,Water,25 - 50 Million,2015-Q1,2015-Q2,2015-Q3,2017-Q3,2017-Q3,2020-Q4,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
415,IP000424,2019-11-07T00:00:00,Watercare,Network Upgrade to Address Capacity Constraints - St Heliers,This project addresses existing capacity constraints and will provide additional capacity to service future growth. It includes construction of a new 200 litre per second pump station. It also includes a new 1050 metres of 200 millimetre diameter rising main and 650 metres of 355 millimetre diameter gravity sewer.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q4,2021-Q1,2021-Q1,2021-Q2,2021-Q2,2022-Q4,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
416,IP000425,2019-11-07T00:00:00,Watercare,New Fifty Megalitre Reservoir Expansion - Redoubt Road Reservoir Complex,This project is the construction of a new 50 megalitre reservoir at the Redoubt Road reservoir complex.,"",In Procurement,Design and Construct,Auckland,Water,25 - 50 Million,2017-Q4,2018-Q1,2018-Q1,2019-Q3,2019-Q4,2022-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
417,IP000426,2019-11-07T00:00:00,Watercare,New Gravity Sewer for Increased Capacity - Torbay,This project is to increase capacity in the Torbay catchment. The current option consists of 1.8 kilometres of 300/450 millimetres diameter gravity sewer.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2022-Q3,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2027-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
418,IP000427,2019-11-07T00:00:00,Watercare,New Khyber Pass Reservoir,This project is to construct a new 12.5 megalitre reservoir in the Khyber Pass Reservoir complex.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2021-Q2,2021-Q3,2021-Q3,2022-Q1,2022-Q1,2024-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
419,IP000428,2019-11-07T00:00:00,Watercare,New Micro-Tunnelled Pipeline for Wastewater Diversion - Queen Street,This project will provide 800 metres of 450 millimetre diameter micro-tunnelled pipeline to provide for growth and divert wastewater flows from a suspended sewer.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2021-Q1,2021-Q2,2021-Q2,2021-Q4,2021-Q4,2023-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
420,IP000429,2019-11-07T00:00:00,Watercare,New North Harbour Number Two Watermain,This project is to construct the new North Harbour Number 2 Two watermain to service approximately 200000 people which will connect Greenhithe Bridge and Albany Reservoirs. This project includes approximately 10 kilometres of 900 millimetre diameter concrete lined steel pipework.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,50 - 100 Million,2020-Q4,2020-Q4,2021-Q1,2021-Q4,2022-Q1,2025-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
421,IP000430,2019-11-07T00:00:00,Watercare,New Pipeline for Sunnybrae Branch Diversion - Hillcrest,This project is to divert part of the Sunnybrae Branch Sewer and includes approximately 1.6 kilometres of 300 millimetre diameter pipeline.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2023-Q3,2023-Q3,2023-Q4,2024-Q1,2024-Q1,2025-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
422,IP000431,2019-11-07T00:00:00,Watercare,New Pump and Pump Station Electrical Upgrade - New Lynn,This project includes the installation of an additional pump and electrical infrastructure upgrade to increase the performance at the New Lynn Pump Station.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,< 5 Million,2020-Q1,2020-Q1,2020-Q1,2020-Q2,2020-Q2,2021-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
423,IP000432,2019-11-07T00:00:00,Watercare,New Pump Station - Waikato,This project is to construct a new 2300 litre per second water pump station to boost pumping at the Waikato One watermain between the Waikato Water Treatment Plant and Redoubt Road reservoirs. The project includes approximately 100 metres of 1200 millimetre diameter pipeline being installed.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q4,2020-Q4,2020-Q4,2021-Q1,2021-Q1,2023-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
424,IP000433,2019-11-07T00:00:00,Watercare,New Pump Station and Trunk Sewer Upgrade - Pukekohe,This project is the construction of a new 200 litres per second pump station. It also includes 1.6 kilometre of 450 millimetre diameter rising main and 1.8 kilometre of 475 millimetre diameter gravity pipeline.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q2,2020-Q2,2020-Q3,2021-Q4,2022-Q1,2023-Q4,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
425,IP000434,2019-11-07T00:00:00,Watercare,New Sludge Conditioning Process Construction - Mangere,This project is to construct a new sludge conditioning process prior to digesters such as thermal hydrolysis. This will increase generated power from 55 per cent to 80 per cent along with improved dewatering of biosolids producing a Class A product.,"",Business Case / Investment Case Development,Design and Construct,Auckland,Water,25 - 50 Million,2020-Q2,2020-Q2,2020-Q3,2021-Q3,2021-Q3,2023-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
426,IP000435,2019-11-07T00:00:00,Watercare,New Water Infrastructure to Service Tamaki - HLC Tamaki Regeneration Company,This project will cater for population growth in the Tamaki regeneration area. It includes three watermain pipes the first 5.2 kilometres of 250 millimetre diameter. The remaining two are 900 metres of 350 millimetre diameter watermain and 800 metres of 200 millimetre diameter watermain.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2021-Q3,2021-Q3,2021-Q3,2021-Q4,2021-Q4,2022-Q4,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
427,IP000436,2019-11-07T00:00:00,Watercare,New Water Treatment Plant - Hays Creek,This project involves constructing a new seven million litre per day package water treatment plant that utilises the Hays Creek Dam source in Papakura.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q1,2020-Q2,2020-Q2,2020-Q3,2020-Q4,2022-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
428,IP000437,2019-11-07T00:00:00,Watercare,New Watermain Connecting Woodlands Park Reservoirs to Greenhithe Bridge,This project will see the construction of a new watermain to service approximately 200000 people connecting the proposed Woodlands Park reservoirs to Greenhithe Bridge. It includes approximately 22 kilometres of 1200 millimetre diameter concrete lines steel pipework.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,100 - 250 Million,2023-Q3,2023-Q3,2023-Q3,2023-Q4,2024-Q1,2027-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
429,IP000438,2019-11-07T00:00:00,Watercare,North Harbour No. 2 Watermain Installation  Early Works,As part of the wider Western Water Supply Strategy Watercare are planning to install a new pipeline from Auckland's western water sources in the Waitakere Ranges to west Auckland to North Shore and Rodney. This project is for the design and early works stages including crossing a NZTA transport corridor and a rail crossing.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2019-Q3,2020-Q2,2020-Q2,2021-Q3,2021-Q3,2022-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
430,IP000439,2019-11-07T00:00:00,Watercare,North Harbour Water Main Duplication - Greenhithe Bridge,This project is to cater for growth on the North Shore and in North Auckland. It consists of 2.5 kilometres of 1200 millimetre diameter concrete lines steel pipework for the new North Harbour 2 watermain Greenhithe Bridge section.,"",Under Construction,Design and Construct,Auckland,Water,50 - 100 Million,2011-Q3,2012-Q2,2012-Q3,2018-Q1,2018-Q1,2025-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
431,IP000440,2019-11-07T00:00:00,Watercare,Orewa Number 1 Watermain Replacement - Stage 3,This project is for the renewal of the Orewa 1 concrete lined steel watermain (4.6 kilometres and 507 millimetres in diameter) from Hibiscus Coast Highway through to the connection with Maire Road Reservoir.,"",Under Construction,Construct only,Auckland,Water,5 - 25 Million,2017-Q4,2018-Q1,2018-Q2,2019-Q2,2019-Q3,2021-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
432,IP000441,2019-11-07T00:00:00,Watercare,Pipeline Installation for Growth Servicing - Warkworth,This project is to provide for greenfield growth in Warkworth. A 1.2 kilometre (300 millimetre diameter) pipeline from the Warkworth Showground to Elizabeth Street will be installed. The project also includes a new 450 millimetre diameter pipe bridge crossing and upgrading a 300 metre pipeline from 225 millimetres to 450 millimetres in diameter.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2019-Q4,2019-Q4,2019-Q4,2020-Q3,2020-Q3,2023-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
433,IP000442,2019-11-07T00:00:00,Watercare,Pump Station 14 and Associated Infrastructure Upgrade - Tamaki,This project is to cater for growth in Tamaki. The project includes the upgrade of the Pump Station from 100 litres per second to 180 litres per second. The project also includes upgrading gravity pipelines feeding Pump Station 14 which includes 45 metres of 750 millimetre diameter sewer pipeline and 90 metres of 450 millimetre diameter sewer pipeline.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,< 5 Million,2021-Q3,2021-Q3,2021-Q3,2022-Q1,2022-Q1,2025-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
434,IP000443,2019-11-07T00:00:00,Watercare,Pump Station and Rising Main Upgrade - Stanmore,This project includes various upgrades to the pump station and rising main in Stanmore.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,100 - 250 Million,2021-Q3,2021-Q3,2021-Q3,2021-Q4,2022-Q1,2024-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
435,IP000444,2019-11-07T00:00:00,Watercare,Pump Station Replacement - Wairau Wastewater Pump Station,This project is to replace the existing Wairau Pump Station with a new pump station with a peak flow capacity of 1400 litres per second.,"",In Procurement,Construct only,Auckland,Water,5 - 25 Million,2018-Q1,2018-Q2,2018-Q3,2019-Q2,2021-Q3,2023-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
436,IP000445,2019-11-07T00:00:00,Watercare,Raising Main Extension to Increase Pump Capacity - Kahika,This project is to increase pump capacity from Kahika Pump Station from 300 litres per second to 500 litres per second. The current option includes a 1.6 kilometre 600 millimetre diameter rising main.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2023-Q4,2024-Q2,2024-Q3,2025-Q3,2025-Q3,2026-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
437,IP000446,2019-11-07T00:00:00,Watercare,Raw Water Pump Station Upgrade - Lower Nihotupu,This project is to increase the pump station capacity from 30 million litres per day to 40 million litres per day between Lower Nihotupu Dam and Mackies Rest which feeds onto the Huia Water Treatment Plant.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,< 5 Million,2022-Q2,2022-Q2,2022-Q3,2022-Q4,2022-Q4,2023-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
438,IP000447,2019-11-07T00:00:00,Watercare,Raw Water Transmission Main Capacity Upgrade - Huia,This project is to improve the capacity of the raw water transmission watermain to 140 million litres per day between Mackies Rest and the new Huia Water Treatment Plant.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,50 - 100 Million,2021-Q4,2022-Q1,2022-Q1,2022-Q3,2022-Q3,2025-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
439,IP000448,2019-11-07T00:00:00,Watercare,Replacement of East Coast Bays 2 Watermain,This project will replace 1.2 kilometres of 390 millimetre diameter concrete lined steel transmission watermain.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q2,2020-Q2,2020-Q3,2021-Q4,2021-Q4,2022-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
440,IP000449,2019-11-07T00:00:00,Watercare,Replacement of Odour Beds with Trickling Filters - Mangere,This project is to replace existing odour beds with trickling filters. This project will improve the wastewater treatment plant odour.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q2,2020-Q2,2020-Q3,2021-Q1,2021-Q1,2022-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
441,IP000450,2019-11-07T00:00:00,Watercare,Replacement of Rehabilitation of Orewa One Watermain - Silverdale West,This project is to replace and/or rehabilitate the Orewa One watermain to provide consistent service between Albany and the Maire Road reservoir and align with Silverdale West Water Servicing.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q4,2020-Q4,2020-Q4,2021-Q2,2021-Q2,2023-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
442,IP000451,2019-11-07T00:00:00,Watercare,Rising Main Replacement - Kahika Pump Station,This project is for the replacement of the Kahika Pump Station rising main.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2018-Q4,2019-Q3,2019-Q4,2020-Q3,2020-Q3,2021-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
443,IP000452,2019-11-07T00:00:00,Watercare,Security System Replacements,This project will upgrade the security and access systems on operational sites.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,< 5 Million,"","","","","","",2019-Q2,2021-Q2,https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
444,IP000453,2019-11-07T00:00:00,Watercare,Sidmouth Wastewater Pump Station Upgrade - Mairangi Bay,This project is to upgrade the Sidmouth Wastewater Pump Station and storage tank. It includes a 625 litres per second pump station with an additional 200 cubic metres of integrated storage and a 160 metre (300 millimetre diameter) pipeline.,"",Under Construction,Construct only,Auckland,Water,5 - 25 Million,2012-Q3,2012-Q3,2012-Q4,2019-Q1,2019-Q1,2021-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
445,IP000454,2019-11-07T00:00:00,Watercare,Transmission Sewer and Pump Station Construction - Redhills,This project is the construction of a transmission sewer and pump station to service growth in Redhills.,"",Under Construction,Design and Construct,Auckland,Water,5 - 25 Million,2017-Q2,2017-Q3,2017-Q3,2018-Q3,2018-Q3,2020-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
446,IP000455,2019-11-07T00:00:00,Watercare,Transmission Watermain Pipeline - Northcote Reservoir to Glenfield,This project focuses on the transmission water pipeline between Northcote reservoir and Glenfield and includes approximately 1.7 kilometres of 300 millimetre diameter pipeline.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2023-Q1,2023-Q2,2023-Q3,2023-Q3,2023-Q4,2024-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
447,IP000456,2019-11-07T00:00:00,Watercare,Trunk Sewer Development - Drury South,This project is to construct a new 130 litres per second package pump station with 1110 cubic metres of storage and approximately 1.5 kilometres of 450 millimetre diameter gravity sewer.,"",Under Construction,Construct only,Auckland,Water,5 - 25 Million,2018-Q1,2018-Q3,2018-Q4,2019-Q2,2019-Q2,2020-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
448,IP000457,2019-11-07T00:00:00,Watercare,Upgrade of Existing Wastewater Network - HLC Mt Roskill/Owairaka,This project is to upgrade the existing local wastewater network. It includes a 1.5 kilometre (900 millimetre diameter) sewer pipeline and a 600 metre (600 millimetre diameter) sewer pipeline. A third 2.2 kilometre sewer pipeline from 300 to 475 and 525 millimetres in diameter will also be part of this wastewater improvement project.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q1,2020-Q1,2020-Q1,2020-Q3,2020-Q3,2029-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
449,IP000458,2019-11-07T00:00:00,Watercare,Upgrade of Hingaia Wastewater Pump Station - Southern Auckland,This project will upgrade the Hingaia Wastewater Pump Station from a capacity of 100 litres per second to 270 litres per second. It will also provide an additional 450 cubic metre modular storage tank and construction of a 8.3 kilometre (630 millimetre diameter) rising main. This is then followed by a break pressure chamber with odour control.,"",In Procurement,Construct only,Auckland,Water,50 - 100 Million,2019-Q1,2019-Q3,2019-Q3,2020-Q3,2020-Q3,2022-Q4,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
450,IP000459,2019-11-07T00:00:00,Watercare,Upgrade of Huia Water Treatment Plant,This project is to upgrade/replace the Huia Water Treatment Plant to improve the security of supply and ensure compliance with Drinking Standards New Zealand.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,100 - 250 Million,2015-Q2,2019-Q4,2020-Q1,2021-Q3,2021-Q3,2025-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
451,IP000460,2019-11-07T00:00:00,Watercare,Upgrade of Ocean Outfall Pipeline - Warkworth and Snells Beach/Algies Bay Catchments,This project involves upgrading the outfall pipeline to cater for long term growth in the Warkworth and Snells Beach/Algies Bay catchments. The project includes the replacement of existing outfall with approximately 7.6 kilometres of 40 millimetre diameter outfall pipeline.,"",Under Construction,Design and Construct,Auckland,Water,25 - 50 Million,2014-Q3,2015-Q2,2015-Q3,2018-Q1,2018-Q1,2020-Q4,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
452,IP000461,2019-11-07T00:00:00,Watercare,Upgrade of Pipework to Increase Capacity - Newton Road,This project will increase the capacity between Khyber Reservoirs and Ponsonby. It consists of upgrading one kilometre of 810 millimetre diameter concrete lined steel pipework in Newton Road Auckland.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,< 5 Million,2021-Q1,2021-Q1,2021-Q1,2021-Q3,2021-Q3,2022-Q4,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
453,IP000462,2019-11-07T00:00:00,Watercare,Upgrade of Pump Station and Associated Network Upgrades - Orewa West,This project is to allow for population growth in Orewa West for the next 30 years. The project includes upgrading the Orewa West Pump Station and associated network.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2019-Q4,2020-Q1,2020-Q2,2021-Q1,2021-Q1,2022-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
454,IP000463,2019-11-07T00:00:00,Watercare,Upgrade of the Waiuku Wastewater Treatment Plant and Wastewater Servicing to Clarks Beach,This project is to enable wastewater conveyance for 5000 people from Kingseat to Clarks Beach and 15000 people from Clarks Beach to the Waiuku Wastewater Treatment Plant. It includes the upgrade of the Waiuku Wastewater Treatment Plant for 20000 people (expandable to 30000) and a treated wastewater conveyance pipe to Clarks Beach in alignment with Watercare south-western discharge consent conditions.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,100 - 250 Million,2020-Q3,2020-Q3,2020-Q3,2020-Q4,2021-Q1,2026-Q1,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
455,IP000464,2019-11-07T00:00:00,Watercare,Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Avondale to Whau River,This programme of work is to enable growth and reduce wet weather overflows. The programme will involve a mix of sewer separation and wastewater pipe upgrades. It will also include collector pipes and inflow and infiltration works. This project is part of Watercare's Wastewater Catchment Improvement Works.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,50 - 100 Million,2020-Q2,2020-Q2,2020-Q2,2021-Q2,2022-Q3,2025-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
456,IP000465,2019-11-07T00:00:00,Watercare,Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Grey Lynn,This programme of work is to enable growth and reduce wet weather overflows. The programme will involve a mix of sewer separation and wastewater pipe upgrades. The programme also includes collector pipes and inflow and infiltration works. This project is part of Watercare's Wastewater Catchment Improvement Works.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,50 - 100 Million,2023-Q4,2024-Q2,2024-Q2,2025-Q2,2025-Q2,2027-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
457,IP000466,2019-11-07T00:00:00,Watercare,Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Herne Bay,This programme of work is to enable growth and reduce wet weather overflows. The programme will involve a mix of sewer separation and wastewater pipe upgrades. It also includes collector pipes and inflow and infiltration works. This project is part of Watercare's Wastewater Catchment Improvement Works.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,5 - 25 Million,2020-Q2,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2023-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
458,IP000467,2019-11-07T00:00:00,Watercare,Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Meola,This programme of work is to enable growth and reduce wet weather overflows. The programme will involve a mix of sewer separation and wastewater pipe upgrades. The programme also includes collector pipes and inflow and infiltration works. This project is part of Watercare's Wastewater Catchment Improvement Works.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,50 - 100 Million,2023-Q4,2024-Q2,2024-Q2,2025-Q2,2025-Q2,2027-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
459,IP000468,2019-11-07T00:00:00,Watercare,Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Motions,This programme of work is to enable growth and reduce wet weather overflows. The programme will involve a mix of sewer separation and wastewater pipe upgrades. The programme also includes collector pipes and inflow and infiltration works. This project is part of Watercare's Wastewater Catchment Improvement Works.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,25 - 50 Million,2023-Q2,2024-Q2,2024-Q2,2025-Q2,2025-Q2,2027-Q2,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
460,IP000469,2019-11-07T00:00:00,Watercare,Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Oakley Waterview,This programme of work is to enable growth and reduce wet weather overflows. The programme will involve a mix of sewer separation and wastewater pipe upgrades. It also includes collector pipes and inflow and infiltration works. This project is part of Watercare's Wastewater Catchment Improvement Works.,"",Business Case / Investment Case Development,Construct only,Auckland,Water,25 - 50 Million,2021-Q2,2022-Q2,2022-Q2,2023-Q2,2023-Q3,2025-Q3,"","",https://www.watercare.co.nz/About-us/Projects-around-Auckland,""
